id,ehr_vendor_id,address,endpoint_connection_type_id,name,description,environment_type_id
12e2f195-63eb-597b-8637-92a1b6fd75f5,,https://fhir-service.medicscloud.com/fhir/da/adsc_QOHsAiRyIwSFW5W,hl7-fhir-rest,RX- ARRHYTHMIA CENTER OF CT,,production
091ac990-f51b-53f8-9a5a-b12bb619d19b,,https://fhir-service.medicscloud.com/fhir/da/adsc_1s1byxxGnc1s4WM,hl7-fhir-rest,RICHARD GAIBLER FAMILY PRACTICE P.C.(PHILADELPHIA MEDICAL BILLING),,production
747e85b5-df2e-5454-81fc-4745e87212be,,https://fhir-service.medicscloud.com/fhir/da/adsc_lJmEKSaqEB8nPNn,hl7-fhir-rest,EAST SHORE PSYCHIATRIC ASSOCIATES,,production
aa440194-f316-5c36-90ae-8ff03d039d27,,https://fhir-service.medicscloud.com/fhir/da/adsc_EXwj8JoDvOkrA7b,hl7-fhir-rest,FITNESS & RECOVERY,,production
96865318-95f5-5847-b98d-bdf8abe7e350,,https://fhir-service.medicscloud.com/fhir/da/adsc_fKlIBAu5R6AhyzF,hl7-fhir-rest,MEDICAL GROUP ASSOCIATES,,production
e9fdfd4c-650c-5214-9a51-3b81c4ac0c47,,https://fhir-service.medicscloud.com/fhir/da/adsc_sfMCWekGmZ9nMR6,hl7-fhir-rest,LIBERTY RESOURCES,,production
f8ac9dea-1bae-5e39-9ec5-de94f422329d,,https://fhir-service.medicscloud.com/fhir/da/adsc_Hkt3oeinQnMqPkh,hl7-fhir-rest,RX- Mineola Ear Nose & Throat,,production
e963988d-c3f4-5056-ab27-e158c5a01ea0,,https://fhir-service.medicscloud.com/fhir/da/adsc_6PlgxHnrk2IRQj9,hl7-fhir-rest,RIS - TOMS RIVER X-RAY,,production
a5e0ee8b-a1fd-5288-a42d-c71bfc07ad4c,,https://fhir-service.medicscloud.com/fhir/da/adsc_yFsJdFrO39A1miS,hl7-fhir-rest,James DeStephens,,production
0a76f29e-5f52-58ef-8b9d-c1f17446a1dc,,https://fhir-service.medicscloud.com/fhir/da/adsc_2BTjSymIeVYfPsG,hl7-fhir-rest,STATEN ISLAND MEDICAL PRACTICE (HUGUENOT MEDICAL SERVICES),,production
dc0be14a-b100-5588-a315-0e85c6710016,,https://fhir-service.medicscloud.com/fhir/da/adsc_oj6rIFaHEeofyUW,hl7-fhir-rest,"DEMS ( Diabetes, Endocrinology & Metabolism Specialists)",,production
44116d7d-21f9-5282-81a6-0ba00faa52b7,,https://fhir-service.medicscloud.com/fhir/da/adsc_w6fRatlYKm9RfYH,hl7-fhir-rest,MID FLORIDA INTERNAL MEDICINE,,production
00bb1d29-31bb-5eaa-bdf3-35e3a94862ca,,https://fhir-service.medicscloud.com/fhir/da/adsc_vX2Zm1vyGUXhDVI,hl7-fhir-rest,"Womens First Health Center, LLC",,production
fe3bebe6-adda-507d-8a13-f98e43682213,,https://fhir-service.medicscloud.com/fhir/da/adsc_BWi1dEsiTaHtLUP,hl7-fhir-rest,Debevoise Office Realty / Debevoise Health Care Ce,,production
0c9ff68a-98a6-54e3-85a4-5efd71c05271,,https://fhir-service.medicscloud.com/fhir/da/adsc_WgfLtnHmZFfamJK,hl7-fhir-rest,"ANDREA I REZNIK, MD",,production
e69eef49-d047-5429-b6a2-3fc478740ad7,,https://fhir-service.medicscloud.com/fhir/da/adsc_K8s5IYKcGFnpfrI,hl7-fhir-rest,"Bhudev Sharma (Prime Care Medical Group, PA) DR Sharma",,production
