endpoint_instance_id,endpoint_instance_original_id,payload_type_id,mime_type_id,system,sequence
d55924f9-c0a6-5983-900c-f4e5ec3be57b,JWgVBEnpCUuInXD,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
88c55286-4862-5c3d-bc0d-3011cba9ebbe,s7LJSdFy2s5NYkN,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
02c19e59-4060-508d-a8c8-1923af9ad25b,diQFWdUfap5qSJl,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
12e2f195-63eb-597b-8637-92a1b6fd75f5,QOHsAiRyIwSFW5W,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
091ac990-f51b-53f8-9a5a-b12bb619d19b,1s1byxxGnc1s4WM,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
747e85b5-df2e-5454-81fc-4745e87212be,lJmEKSaqEB8nPNn,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
aa440194-f316-5c36-90ae-8ff03d039d27,EXwj8JoDvOkrA7b,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
96865318-95f5-5847-b98d-bdf8abe7e350,fKlIBAu5R6AhyzF,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
e9fdfd4c-650c-5214-9a51-3b81c4ac0c47,sfMCWekGmZ9nMR6,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
f8ac9dea-1bae-5e39-9ec5-de94f422329d,Hkt3oeinQnMqPkh,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
e963988d-c3f4-5056-ab27-e158c5a01ea0,6PlgxHnrk2IRQj9,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
a5e0ee8b-a1fd-5288-a42d-c71bfc07ad4c,yFsJdFrO39A1miS,urn:hl7-org:sdwg:ccda-structuredBody:1.1,\N,http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,0
